Duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
1.09775,0,0,0,0,0.396515,-0.814014,0.59594,-0.1515,0.1,0,0,0,-1.74974,3.69011,-2.73573,0.700573,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.922727,0.03,0.031875,0.00807187,-0.00154136,2.55149,-6.61248,5.95639,-1.84086,-2.1147e-05,-0.0500757,0.0251936,0.0125144,0.501324,-1.18014,0.971928,-0.279493,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.87352,0.119558,0.0453762,-0.00125439,-0.000808384,3.16281,-8.70462,8.31432,-2.72182,-0.000211481,0.0194771,-0.00811039,-0.00496249,-0.254727,0.618263,-0.531481,0.160219,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.900716,0.209587,0.0403967,0.000282581,0.000495567,2.766,-7.35902,6.80192,-2.15624,-0.000502609,-0.00891101,0.00314084,0.00255794,0.077475,-0.172009,0.13551,-0.0376802,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.877001,0.299411,0.0439205,0.00029742,-0.000508965,3.14435,-8.62501,8.20662,-2.67589,-0.000855994,0.00452537,-0.00100462,-0.00138268,-0.061604,0.13588,-0.108952,0.0310811,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.893221,0.389407,0.0390531,-0.00107577,0.000898626,2.85097,-7.62065,7.08899,-2.26342,-0.00171036,-0.00489023,-0.000539859,0.00130042,-0.0352683,0.140259,-0.155582,0.054804,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.932938,0.479404,0.0488976,0.00257244,-0.00202034,2.08569,-5.44248,4.89714,-1.50642,-0.00243789,0.00719939,0.00249759,-0.0021724,0.0638202,-0.241571,0.251941,-0.0839213,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.928431,0.561463,0.021444,-0.0146892,-0.000212239,-0.260788,0.619929,-0.519896,0.151807,-0.00319939,-0.0205182,-0.0145311,-0.000144642,-2.61111,6.69939,-5.97848,1.83199,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.883378,0.559714,-0.00939295,0.00200631,0.00144481,-0.383704,1.03577,-0.978279,0.317097,-0.0931513,-0.0495109,0.00313897,0.00191208,-2.9032,7.92157,-7.49589,2.42969,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.904163,0.545731,-0.00952381,-0.0044295,-0.000772345,-1.22493,3.2217,-2.95005,0.927917,-0.18185,-0.0371197,-0.000218808,-0.000806639,-2.4795,6.5798,-6.06201,1.91499,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.957394,0.507664,-0.0224007,-8.03644e-05,0.000658345,-1.06844,2.67744,-2.33092,0.69576,-0.263338,-0.0380349,0.000955761,0.000286403,-1.74905,4.39086,-3.82571,1.1425,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.883344,0.460647,-0.0226237,-0.000992606,-0.00024922,-1.80225,4.88584,-4.60249,1.48716,-0.340063,-0.0345507,0.000238794,-0.000124013,-2.44871,6.65677,-6.2818,2.03221,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.874194,0.407677,-0.0263745,-0.000196125,0.000284746,-1.94166,5.33758,-5.09197,1.66503,-0.412743,-0.0334,0.000357997,-7.02314e-05,-2.49573,6.84859,-6.52707,2.133,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.906443,0.35278,-0.024679,0.000476261,-0.000200595,-1.58416,4.18558,-3.84391,1.21084,-0.483665,-0.0339404,-0.000453172,7.89451e-05,-2.16695,5.74323,-5.28243,1.66548,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.883087,0.299141,-0.0272394,-0.00162088,-0.000148504,-2.21607,6.00545,-5.65685,1.82797,-0.555855,-0.0323266,0.00136486,0.000224455,-2.06489,5.6315,-5.32557,1.72549,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
